CEPCI,COP,Tlow,Tsupp,WACC,alpha,beta,cHEX,cHP,cMEA,cbio,celc,cheat,dTmin,dTreb,fixed,i,ownercost,rescalation,t,time,yexpenses,duration_increase,heat_pump,rate,scenario,policy,model,Name
1.1990477832922544,2.7156837750996012,34.4252956822249,78.21922822464747,0.05234684778646029,6.0223490269553235,0.6370902576463844,0.5040333374403054,0.9177605963149029,1.600246772941667,55.24619534572793,30.536524762061113,79.3445529274272,10.272077987507718,7.516793838285564,0.07748123739818734,0.10788772693170516,0.35164298643227854,0.03193714085896458,27,5891.993241563738,5,2000,False,0.8154638884279062,16,6,CCSproblem,Vartaverket KVV 8 
1.0364333293513905,2.423521756837238,34.013416557176186,84.3460287686512,0.0714551467108355,6.309283092915853,0.6728505888354579,0.5526938383148925,0.8042151707191059,1.9626731731602531,49.77879031459525,57.4692816350811,126.0370020631854,11.356383263054049,10.449965434779461,0.07592219705934139,0.08812142259589095,0.18430863768192213,0.02915938460059849,20,4017.0965823767065,5,2000,False,0.8154638884279062,17,6,CCSproblem,Vartaverket KVV 8 
1.1192883707401335,2.4642175194614575,42.337707727564116,95.18870207800958,0.07339979034665581,6.4645494168987945,0.6587060156940042,0.5177645332243727,0.9597350701867983,1.7058264340086462,54.40216717712912,95.30711599744454,147.4706400724848,8.731637893103954,13.039877171922274,0.06254490592489764,0.06509248459516787,0.31006594900363715,0.05008526278966254,26,4068.7377296459017,5,2000,False,0.8154638884279062,18,6,CCSproblem,Vartaverket KVV 8 
1.1898716326918763,2.5956437967546595,36.44856866523079,98.93585918942343,0.06030790448933169,6.190906212842718,0.6613799942182488,0.5599462121660675,0.8056668275145079,1.537028450567007,49.34054397820912,32.848438033174574,82.78963280479641,8.634905476049358,12.96564487132899,0.07280917793216123,0.09197734656735633,0.3749744972480681,0.05798385625215466,30,4924.715992908824,4,2000,False,0.8154638884279062,19,6,CCSproblem,Vartaverket KVV 8 
1.1118457287521597,3.2324397925369515,31.1545739295325,98.82380503361708,0.04279340037707723,6.424242656018871,0.6071452461713651,0.5398038467141314,0.8010365596234028,2.1318343106240776,58.95395319685219,40.062289605478334,50.59171529289692,11.749457279039135,7.153666052363184,0.054013089401011474,0.08565260576886598,0.2671957654204501,0.044043336839199115,30,4585.276063976817,4,2000,False,0.8154638884279062,20,6,CCSproblem,Vartaverket KVV 8 
1.078782014792361,3.0158033598837632,31.217683791676333,93.0281881352495,0.03696039717180351,6.7490698422340545,0.6898715532902677,0.5159601006987963,0.8249492283022385,1.8223483700269592,35.85698379106917,87.64189483845928,99.56120728323155,11.690108539119384,10.826890064007634,0.044571310421959595,0.09406402938037757,0.24627148046059685,0.026410440583297723,24,4501.946248583709,2,2000,False,0.8154638884279062,21,6,CCSproblem,Vartaverket KVV 8 
1.1827895119829084,3.721333753131591,30.157606169848933,85.9422216033187,0.06670706171477811,6.540795691680822,0.6957820010825942,0.5103464001106832,0.9077228994321456,2.221574359983478,43.74127981961155,58.7815235668071,47.81038078781056,8.079997320643015,10.612581775316357,0.06818550429144797,0.09054064464615896,0.19611706400174772,0.051311210883434516,20,4816.720350503431,3,2000,False,0.8154638884279062,22,6,CCSproblem,Vartaverket KVV 8 
1.0505430210387159,2.3779504690076063,35.25152259910266,98.31090470452767,0.06401138835979156,6.3353535354028665,0.6319649276191777,0.5079947959721642,0.9535141278561885,1.6662339409493396,40.25868646124309,41.720792498337914,129.48210867121384,5.972908878471384,11.656168406488387,0.060108813385088875,0.08426381955916606,0.2918288347475856,0.052295416180815416,22,5170.7837550112035,4,2000,False,0.8154638884279062,23,6,CCSproblem,Vartaverket KVV 8 
1.0403205358739338,2.8755591374439136,37.61606228703609,83.8558420686319,0.06134823948935709,6.823633943579623,0.6090491448724293,0.5960721547959053,0.9361536878900405,2.4490682070344842,30.608336400655038,55.509637351645395,53.240171674806504,11.988369042801807,10.227367083840843,0.06984234410128823,0.05880777458419934,0.16739317551791816,0.04593707000694297,27,4449.650565264234,2,2000,False,0.8154638884279062,24,6,CCSproblem,Vartaverket KVV 8 
1.137772716756029,2.396591815129817,36.93103907398739,84.03407559424897,0.08681156514071003,6.724721978603998,0.6185870468832986,0.5435716047578942,0.7851205836729849,2.2820723159878025,39.9605138128795,42.15354578779119,44.63857191744364,7.71632834276247,7.855215065178856,0.06719940857889176,0.07866939289524236,0.1469149024452161,0.039019808776827446,24,4302.453465576691,5,2000,False,0.8154638884279062,25,6,CCSproblem,Vartaverket KVV 8 
1.1363940147929348,3.1150794390148357,39.85829007887247,93.14479587881807,0.08108436193914531,6.575531102438023,0.6478447948017898,0.538994088268993,0.8977873982886149,2.3504711940703813,30.30130715308691,73.36937045274814,71.9030437918724,8.527883072042588,9.586682731477406,0.06361707922677104,0.0530682235176209,0.11147345248197832,0.05312827586094983,29,5334.891699057911,4,2000,False,0.8154638884279062,26,6,CCSproblem,Vartaverket KVV 8 
1.1611496514485573,2.9595795930758704,35.8800732216207,90.17542416436667,0.07261578081812389,6.780669019874998,0.6812438147355351,0.5407372652885803,0.8948818565916047,2.1969361491549844,56.87373184908624,78.44676116847356,33.38794380825004,7.613741704733611,10.88624032410085,0.05934660139737266,0.08248993520589393,0.32415072939664036,0.053024382586599736,29,5089.776020250056,5,2000,False,0.8154638884279062,27,6,CCSproblem,Vartaverket KVV 8 
1.06375725899781,2.364409167245966,40.91187667876146,82.98522088749162,0.03759929518330557,6.9427576740984005,0.6946175424487743,0.5711045883368944,0.8922993269613748,2.152449670387424,51.354637281629856,35.3988858041642,132.09311410897595,9.970954111286774,9.001739566595258,0.06785438357116386,0.10973329149426016,0.3529588939366146,0.031611477296384166,24,4191.275785482815,2,2000,False,0.8154638884279062,28,6,CCSproblem,Vartaverket KVV 8 
1.013335784171631,3.5138291949683076,33.211889277638484,80.3348148881405,0.08805110867644811,6.485475999972295,0.6167756583640102,0.5699414599350023,0.9529494142589503,2.072357733450253,48.05604243543368,92.489347026778,118.14618197512313,6.29165608603943,10.949854352007916,0.05327935231813684,0.09585855587935446,0.39731234148388683,0.021675976542470582,25,4140.51966226967,4,2000,False,0.8154638884279062,29,6,CCSproblem,Vartaverket KVV 8 
1.0692160071407744,3.6486940150151983,40.58624056270468,93.88911285396745,0.08183200663324056,6.891735797641656,0.6860384591828137,0.5632774504761994,0.914263467952936,2.2937548768031455,57.051438874768074,69.8813273754966,42.5638685430909,8.948440017186677,13.195212660359534,0.06872454812684986,0.07472053159590047,0.3079500883567685,0.032948371290149076,21,4994.693420127168,5,2000,False,0.8154638884279062,30,6,CCSproblem,Vartaverket KVV 8 
1.101203853912894,3.2662720156477043,40.13353436991785,97.79638599334501,0.085818725792111,6.500774021336393,0.6203149471410753,0.5507485241942467,0.8096885326262341,1.5506916244242537,43.38266478047441,36.5776237370623,103.369858604772,10.983700723148601,13.276934120710306,0.06318802758730936,0.0563321428184685,0.28813678439817825,0.027720584416704504,26,5217.687603561095,6,2000,False,0.8154638884279062,31,6,CCSproblem,Vartaverket KVV 8 
1.162494379538262,2.8678786634523155,44.21863837751314,83.46605580753929,0.05813826040454659,6.322503336778339,0.6766808821342978,0.5031999995121701,0.8776536082972791,2.4093807566422347,32.667608262610294,28.70846655709966,64.40239563413746,6.734425489779729,7.490723885855826,0.07368061825431566,0.0965503733370304,0.2538477916492584,0.040265940707890586,25,4791.405352982969,6,2000,False,0.8154638884279062,32,6,CCSproblem,Vartaverket KVV 8 
1.028144147989333,3.583009528963893,43.384320201448375,83.61218092462957,0.08392104528975372,6.304286822031734,0.631167618851182,0.5832222309751641,0.8642235415385473,1.8410926334003743,52.71789668992571,52.05585768292279,49.48706677234367,8.013787232786276,7.656515632227187,0.06438691008927773,0.06914128272569603,0.283774797540964,0.03808584807767743,21,5475.559951083069,6,2000,False,0.8154638884279062,33,6,CCSproblem,Vartaverket KVV 8 
1.1069705633675726,2.5820553092136884,39.70223163105573,79.95529681843563,0.03319727471017214,6.89431074263182,0.6986082592005562,0.5636419192055595,0.9169107336864492,2.0295045892729813,57.233387517942745,93.47730852362368,131.2303949020602,6.171557550775068,10.051416494267132,0.049979138202073004,0.0977052231223251,0.17590787368867816,0.02610166926898589,21,5204.285791972037,4,2000,False,0.8154638884279062,34,6,CCSproblem,Vartaverket KVV 8 
1.101557761183158,3.446659209327908,35.46061578407831,91.52295010083,0.0698106919977664,6.995177356762476,0.6568303218442468,0.5491770908388264,0.7717821249741886,2.390822606536716,47.01273821272085,71.61372097066838,55.71505978699909,6.484810637196281,12.911462768924153,0.0689470645927502,0.07299647491381919,0.29336174672869597,0.024743858083919462,22,5655.964934199955,5,2000,False,0.8154638884279062,35,6,CCSproblem,Vartaverket KVV 8 
1.0044071841016045,2.927123104410911,34.270863229629974,89.3326782513749,0.04548129393703315,6.953544717357219,0.6407799980296575,0.5776547187407595,0.833504865035982,2.2422884217794428,30.409306724558835,53.44723814017604,39.11135586295781,10.025630917976036,11.240187455763152,0.055326510589645654,0.07257416838919661,0.10106779841288238,0.04790495704112448,22,4564.39482169161,4,2000,False,0.8154638884279062,36,6,CCSproblem,Vartaverket KVV 8 
1.057320142926699,3.197562050728414,43.549868231285885,99.83665590676824,0.06484015606810202,6.629260770757472,0.6792916687173466,0.5303636881130182,0.8475843863990357,1.7307182230966656,34.48818678475124,93.63058973556166,125.78432833919703,7.565622914597925,8.369462109171918,0.0766923131341569,0.08612987938317311,0.23308528247856183,0.023280033020052347,21,4465.220502452249,5,2000,False,0.8154638884279062,37,6,CCSproblem,Vartaverket KVV 8 
1.1214430308917351,3.2773949419510444,36.724816869042364,80.84352455361896,0.030319054012589965,6.267658133044662,0.6694953372022101,0.5833533871198285,0.9446892006608497,2.2702582490461873,46.071221626277236,34.68384923153505,115.23186246527646,8.580167861485542,10.476785389965865,0.07852182419008646,0.10139102204250826,0.285266869257996,0.029669682126054628,22,5114.426166136509,6,2000,False,0.8154638884279062,38,6,CCSproblem,Vartaverket KVV 8 
1.1802021651563597,3.332025254559983,34.82600202930605,91.40090323120845,0.08609116519536505,6.3747779834337965,0.6064349889585052,0.547301160487602,0.7723268780370811,2.356335051529127,31.383405468977955,72.11424198114543,56.59013970151561,5.717390642194262,13.669545007108473,0.06116752820263485,0.08748657523873934,0.35597257139832417,0.020167717911262636,27,5357.504536657019,2,2000,False,0.8154638884279062,39,6,CCSproblem,Vartaverket KVV 8 
1.016692921698919,2.8593523715461995,43.947817026428716,86.8583192731361,0.038620640369624544,6.222410700357209,0.6359834181115052,0.5453182116081678,0.8351702003324041,1.9323290165387448,56.28214664661723,43.239438414755256,104.11480357214481,5.277571825130714,11.801601154489532,0.06838029217017638,0.0641616584760578,0.19930582117593465,0.03980838371783704,30,4118.668299343056,5,2000,False,0.8154638884279062,40,6,CCSproblem,Vartaverket KVV 8 
1.0874486661163203,2.933305952415755,35.371087017148724,96.80716964953794,0.04327626318357975,6.195397019364626,0.6723376181981956,0.576335320850591,0.872038936940042,2.427208111840045,41.88288809967648,62.68814001403135,74.85639644080462,8.156162491938108,13.016918388071154,0.06328311623923315,0.09486070230375829,0.1207278665992212,0.050554809240549836,26,5634.171219838654,5,2000,False,0.8154638884279062,41,6,CCSproblem,Vartaverket KVV 8 
1.0738932060446937,2.694967324337178,42.87071886013871,86.3391721260453,0.07066370487510831,6.927086896851442,0.624914000909073,0.5033497737091094,0.9036998461640638,2.1591735535993672,49.0113858101859,76.92377351176225,61.848900253574485,5.205813187585722,7.39365566268772,0.052273876409421105,0.07238733242538471,0.2768096115862509,0.0421266883142907,20,5100.464904634706,3,2000,False,0.8154638884279062,42,6,CCSproblem,Vartaverket KVV 8 
1.153303529071661,2.6765063167748693,33.18474983139228,83.32643562340064,0.05199935992273544,6.041734587295255,0.6681809442538337,0.5924836437632028,0.8328490021509078,1.5191900525824513,35.38577954059905,59.08432322278619,55.09010069993795,10.539292304800984,11.526036772436361,0.0760691896938839,0.0911763932324966,0.39519814948670473,0.02714616274836698,30,5995.693091300707,6,2000,False,0.8154638884279062,43,6,CCSproblem,Vartaverket KVV 8 
1.0954081380000822,3.600429252083871,31.46596674987344,86.6579826341338,0.0611523661723992,6.06310175123405,0.662074506467601,0.5862431935846655,0.831752993975675,1.5258306998452542,40.092841087542936,28.096685747075526,31.542401154334904,6.51126934427967,9.392997725198969,0.04288602434383074,0.10521625453599706,0.2710700188852498,0.04165056661890555,28,4407.829902349613,5,2000,False,0.8154638884279062,44,6,CCSproblem,Vartaverket KVV 8 
1.1393847618004909,3.179748963889922,35.71801581356232,82.19635631249768,0.05154156805832637,6.864208716347201,0.6647375538260829,0.5974596422948901,0.8025482566339337,2.0840356179616344,48.23302207575274,24.488109178987653,101.1706577345131,5.554693544806759,9.74574167755631,0.056559997228531195,0.06996642629601509,0.26386561803510855,0.057163265745209774,22,5697.031181647276,2,2000,False,0.8154638884279062,45,6,CCSproblem,Vartaverket KVV 8 
1.1496736215989072,2.8031886673316695,41.49830257808408,78.86780549407638,0.04704941455373679,6.056742786028672,0.6340305558478848,0.5754154332156938,0.8707843820151522,1.5413598328290423,54.960205774129534,21.84075951561113,41.87317832507314,11.772027927133145,8.5225702894286,0.04114940114311643,0.10862067939135228,0.36774241777505434,0.05678752411865011,20,4153.752524418908,6,2000,False,0.8154638884279062,46,6,CCSproblem,Vartaverket KVV 8 
1.0725103208324334,2.4989760264592977,33.43882116618447,94.03411695473568,0.08543843542589148,6.478137930336115,0.6484269561838439,0.5523580478808682,0.9414124208335296,2.306436203618414,57.522131442742975,56.468157142273114,109.55792356962793,5.074276447912976,13.988880821397277,0.04668066624205879,0.06387155477685902,0.2376075409272241,0.05180836632997986,28,4234.150103386948,4,2000,False,0.8154638884279062,47,6,CCSproblem,Vartaverket KVV 8 
1.0779738665293133,2.45014481380542,36.06431402044467,88.91331382166649,0.0621369894125484,6.674891195770185,0.6078823061161353,0.5734454341166728,0.8483087554492044,1.676984297804211,53.95070649664304,25.013605253815633,54.611145690957,10.420626863563959,11.729744430665907,0.06672143142243162,0.06933850522366605,0.18156252294663877,0.059207850552049135,30,4182.570451417096,6,2000,False,0.8154638884279062,48,6,CCSproblem,Vartaverket KVV 8 
1.117215992314837,3.614623757843736,32.65497146196276,99.36044921368571,0.03906090852379931,6.714638210723798,0.6397404236060285,0.5914899087347771,0.7803477428992809,1.5841766719266632,45.11542602303754,65.0256288211408,116.96997279491781,5.344906436427057,11.830118327612695,0.047962483173358994,0.06190216358770653,0.11614626779789539,0.026333466659263213,28,4247.543637696587,6,2000,False,0.8154638884279062,49,6,CCSproblem,Vartaverket KVV 8 
1.0224767727354023,3.085809452734425,42.54015771405113,83.04957277585865,0.06339349769231131,6.7013229018874165,0.6738693505581366,0.5191809857488326,0.8388562230409129,2.456398711075815,33.694964781311484,72.84186918257689,136.7901635584949,11.592057280303447,13.108223566478001,0.0703305894499204,0.05859550149854769,0.1579229386837343,0.03848773095748203,28,5943.3408064037185,4,2000,False,0.8154638884279062,50,6,CCSproblem,Vartaverket KVV 8 
1.0000842503195961,3.7895326159469676,44.94847775698416,79.39261742317173,0.0505869289037197,6.298630602634526,0.6744668823394238,0.5283061542989002,0.8554432786666225,2.3956107494101753,36.93705195992625,65.54510128842323,111.18805016788966,5.152489267886575,8.353133904781643,0.045760956181148914,0.09621328632198209,0.12928905773498464,0.04770373047910807,20,4846.445055658876,4,2000,False,0.8154638884279062,51,6,CCSproblem,Vartaverket KVV 8 
1.024996298998105,3.69116831716733,41.57062361580692,94.27997237053467,0.05599083232037335,6.7559592127292944,0.6856828011961554,0.5714462304066725,0.9384281377481883,1.9829227073069258,53.719602546014286,34.19708102584311,57.69707987683164,10.651919585003208,13.765134244821425,0.061882154005952456,0.0676328868992921,0.3621741827167696,0.05165635571398361,23,4775.568573224802,5,2000,False,0.8154638884279062,52,6,CCSproblem,Vartaverket KVV 8 
